ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6340820,HP429046,7/2/2008 11:55,020XX N RACINE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1811,18,43,7,6,1167982,1913691,2008,2/4/2016 6:33,41.91871013,-87.65824293,"(41.918710126, -87.658242928)"
6340821,HP425960,6/30/2008 21:40,070XX S ST LAWRENCE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,322,3,6,69,18,1181458,1858289,2008,2/4/2016 6:33,41.76638169,-87.61044471,"(41.766381692, -87.61044471)"
6340823,HP428067,7/1/2008 9:00,118XX S LAFAYETTE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,522,5,34,53,7,1178041,1826488,2008,2/4/2016 6:33,41.67919373,-87.62392972,"(41.679193731, -87.623929721)"
6340825,HP428238,7/2/2008 0:00,042XX W GLADYS AVE,460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,1132,11,24,26,08B,1148268,1898019,2008,2/4/2016 6:33,41.87610751,-87.7310786,"(41.87610751, -87.731078602)"
6340826,HP429057,7/2/2008 12:00,010XX N LAKE SHORE DR,820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,1824,18,42,8,6,1177305,1907265,2008,2/4/2016 6:33,41.90087042,-87.6241849,"(41.900870422, -87.624184899)"
6340830,HP418221,6/26/2008 21:30,066XX S MAY ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,724,7,17,68,18,1169795,1860731,2008,2/4/2016 6:33,41.77334387,-87.653123,"(41.773343872, -87.653122995)"
6340831,HP425685,6/30/2008 19:35,061XX S VERNON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,313,3,20,42,18,1180302,1864502,2008,2/4/2016 6:33,41.78345737,-87.61449149,"(41.783457367, -87.614491487)"
6340837,HP428175,7/2/2008 0:01,042XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1114,11,28,26,14,1148082,1901116,2008,2/4/2016 6:33,41.88460961,-87.73168182,"(41.884609611, -87.73168182)"
6340839,HP424028,6/29/2008 22:10,065XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,321,3,20,42,18,1182684,1861922,2008,2/4/2016 6:33,41.77632263,-87.60583838,"(41.776322631, -87.605838376)"
6340840,HP426343,7/1/2008 3:00,126XX S MICHIGAN AVE,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,532,5,9,53,7,1179167,1820938,2008,2/4/2016 6:33,41.66393817,-87.61997629,"(41.663938169, -87.619976294)"
6340847,HP421317,6/28/2008 13:00,071XX S RHODES AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,323,3,6,69,18,1181139,1857898,2008,2/4/2016 6:33,41.7653161,-87.61162598,"(41.765316099, -87.611625977)"
6340852,HP426064,6/30/2008 22:53,032XX N OSCEOLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1631,16,36,17,18,1125852,1920663,2008,2/4/2016 6:33,41.93864793,-87.81287951,"(41.938647929, -87.812879513)"
6340855,HP429070,7/1/2008 15:00,060XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,712,7,16,68,14,1170017,1864736,2008,2/4/2016 6:33,41.78432925,-87.65219291,"(41.784329252, -87.652192905)"
6340856,HP428478,7/2/2008 0:00,001XX N CENTRAL PARK DR,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,FALSE,FALSE,1122,11,28,27,14,1152428,1900773,2008,2/4/2016 6:33,41.88358366,-87.71573165,"(41.883583662, -87.715731653)"
6340860,HP392364,6/13/2008 8:22,076XX S SOUTH SHORE DR,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,421,4,7,43,18,1196820,1855275,2008,2/4/2016 6:33,41.75774299,-87.55423842,"(41.757742987, -87.554238424)"
6340864,HP428218,7/1/2008 0:15,069XX S EUCLID AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,TRUE,332,3,5,43,3,1190405,1859442,2008,2/4/2016 6:33,41.7693346,-87.57761401,"(41.769334596, -87.57761401)"
6340874,HP427947,7/1/2008 20:55,070XX S PAXTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,331,3,5,43,18,1192103,1858518,2008,2/4/2016 6:33,41.76675796,-87.57142004,"(41.76675796, -87.571420043)"
6340878,HP424124,6/29/2008 23:47,065XX S WOLCOTT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,726,7,15,67,18,1164812,1861244,2008,2/4/2016 6:33,41.77485831,-87.67137507,"(41.774858311, -87.67137507)"
6340882,HP428806,7/2/2008 9:54,046XX S EMERALD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER,TRUE,FALSE,935,9,11,61,26,1172080,1874091,2008,2/4/2016 6:33,41.80995528,-87.64435425,"(41.809955276, -87.644354249)"
6340884,HP418305,6/26/2008 22:55,064XX S WOOD ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,726,7,15,67,18,1165450,1861882,2008,2/4/2016 6:33,41.77659557,-87.66901818,"(41.776595567, -87.669018183)"
6340886,HP428559,7/1/2008 19:00,047XX N CLARENDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2312,19,46,3,14,1170061,1931597,2008,2/4/2016 6:33,41.96779975,-87.65008014,"(41.967799746, -87.65008014)"
6340892,HP426139,6/30/2008 23:07,061XX S KENWOOD AVE,2027,NARCOTICS,POSS: CRACK,NURSING HOME/RETIREMENT HOME,TRUE,FALSE,314,3,20,42,18,1186129,1864575,2008,2/4/2016 6:33,41.78352202,-87.59312567,"(41.783522021, -87.593125671)"
6340900,HP425955,6/30/2008 21:30,067XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,332,3,5,43,18,1188025,1860797,2008,2/4/2016 6:33,41.77310988,-87.58629471,"(41.773109884, -87.586294711)"
6340904,HP428254,7/2/2008 0:45,002XX E 71ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,323,3,6,69,08B,1178978,1857992,2008,2/4/2016 6:33,41.76562353,-87.61954379,"(41.765623528, -87.619543785)"
6340911,HP426079,6/30/2008 22:30,050XX N HARLEM AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,1613,16,41,10,18,1127354,1933002,2008,2/4/2016 6:33,41.97248239,-87.8070807,"(41.972482392, -87.807080701)"
6340912,HP419177,6/27/2008 0:00,020XX W CORTEZ ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1312,12,32,24,26,1162617,1906994,2008,2/4/2016 6:33,41.90044728,-87.67814235,"(41.900447276, -87.678142348)"
6340913,HP428645,7/1/2008 22:00,080XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,612,6,21,71,14,1170380,1851539,2008,2/4/2016 6:33,41.74810713,-87.6512457,"(41.748107129, -87.651245701)"
6340926,HP426162,6/30/2008 23:45,074XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,324,3,5,43,14,1186166,1855989,2008,2/4/2016 6:33,41.75996041,-87.5932609,"(41.759960405, -87.593260897)"
6340929,HP414354,6/24/2008 22:05,071XX S HALSTED ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,733,7,6,68,18,1172205,1857421,2008,2/4/2016 6:33,41.76420819,-87.64438571,"(41.764208187, -87.644385708)"
6340933,HP428774,7/2/2008 6:00,030XX S BONFIELD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,923,9,11,60,14,1169614,1884545,2008,2/4/2016 6:33,41.83869598,-87.65309558,"(41.83869598, -87.653095578)"
6340935,HP429035,7/2/2008 5:00,057XX W MIDWAY PARK,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1512,15,29,25,7,1137937,1902652,2008,2/4/2016 6:33,41.88901373,-87.7688991,"(41.889013728, -87.768899098)"
6340964,HP429109,7/2/2008 12:30,009XX W ADAMS ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1213,12,2,28,6,1170021,1899291,2008,2/4/2016 6:33,41.87915135,-87.65117218,"(41.879151347, -87.651172178)"
6340965,HP427870,7/1/2008 20:35,034XX N OSCEOLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,1631,16,36,17,18,1125809,1921961,2008,2/4/2016 6:33,41.94221052,-87.8130086,"(41.942210517, -87.813008596)"
6340978,HP429133,5/29/2008 9:00,076XX S CICERO AVE,870,THEFT,POCKET-PICKING,DEPARTMENT STORE,FALSE,FALSE,833,8,13,65,6,1145727,1853720,2008,2/4/2016 6:33,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
6340981,HP428258,7/2/2008 0:01,014XX E 71ST ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,332,3,5,43,26,1186806,1858201,2008,2/4/2016 6:33,41.7660152,-87.59084535,"(41.766015201, -87.590845351)"
6340983,HP429125,7/1/2008 22:30,018XX S CALUMET AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,133,1,2,33,6,1178756,1891402,2008,2/4/2016 6:33,41.85730848,-87.61934007,"(41.857308478, -87.619340066)"
6340984,HP428730,7/1/2008 13:30,003XX E RANDOLPH ST,870,THEFT,POCKET-PICKING,PARK PROPERTY,FALSE,FALSE,124,1,42,32,6,1178694,1901250,2008,2/4/2016 6:33,41.88433336,-87.61926694,"(41.884333364, -87.619266937)"
6340990,HP420171,6/27/2008 21:29,078XX S ESSEX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,421,4,7,43,18,1194222,1853393,2008,2/4/2016 6:33,41.7526428,-87.56382127,"(41.752642802, -87.56382127)"
6341004,HP429072,7/2/2008 13:15,039XX W CONGRESS PKWY,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1132,11,24,26,26,1150237,1897402,2008,2/4/2016 6:33,41.87437625,-87.72386515,"(41.874376252, -87.723865145)"
6341008,HP429164,7/1/2008 20:00,025XX W THOMAS ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1312,12,1,24,6,1159295,1907231,2008,2/4/2016 6:33,41.9011666,-87.69033769,"(41.901166595, -87.690337693)"
6341009,HP429156,7/2/2008 13:15,011XX S HAMILTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1224,12,2,28,26,1162121,1895023,2008,2/4/2016 6:33,41.86760821,-87.68029878,"(41.867608211, -87.680298775)"
6341011,HP420191,6/27/2008 21:40,031XX E 77TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,421,4,7,43,18,1197993,1855443,2008,2/4/2016 6:33,41.75817476,-87.54993402,"(41.758174759, -87.549934016)"
6341020,HP428283,7/1/2008 14:47,015XX E 71ST PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,TRUE,FALSE,324,3,5,43,26,1187728,1857888,2008,2/4/2016 6:33,41.76513441,-87.5874759,"(41.765134412, -87.587475897)"
6341026,HP429190,6/25/2008 0:00,015XX N WOOD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1433,14,1,24,7,1164117,1910238,2008,2/4/2016 6:33,41.90931747,-87.672541,"(41.909317474, -87.672541002)"
6341028,HP429178,7/2/2008 0:00,085XX S ELIZABETH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,613,6,21,71,11,1169484,1848061,2008,2/4/2016 6:33,41.73858246,-87.65462946,"(41.73858246, -87.654629457)"
6341035,HP429146,6/23/2008 18:25,047XX W HARRISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1131,11,24,25,11,1144812,1896930,2008,2/4/2016 6:33,41.873185,-87.74379543,"(41.873185004, -87.743795434)"
6341037,HP429127,7/2/2008 13:30,028XX N ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1411,14,35,21,18,1155221,1918653,2008,2/4/2016 6:33,41.93259233,-87.70499453,"(41.932592326, -87.704994526)"
6341038,HP428557,7/1/2008 1:00,003XX W 116TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,522,5,34,53,26,1176154,1828007,2008,2/4/2016 6:33,41.68340453,-87.63079155,"(41.683404529, -87.630791551)"
6341055,HP428668,7/2/2008 9:38,023XX E 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,334,3,5,43,14,1193054,1858302,2008,2/4/2016 6:33,41.76614207,-87.56794137,"(41.76614207, -87.567941368)"
6341076,HP425236,6/30/2008 13:43,061XX S EBERHART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,313,3,20,42,08B,1180638,1864334,2008,2/4/2016 6:33,41.78298864,-87.61326477,"(41.782988644, -87.613264765)"
6341084,HP429207,6/30/2008 0:00,019XX S MAY ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1233,12,25,31,7,1169097,1891008,2008,2/4/2016 6:33,41.85644225,-87.65480532,"(41.856442245, -87.654805322)"
6341088,HP427038,7/1/2008 13:00,016XX N CLAREMONT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1434,14,1,24,6,1160440,1910946,2008,2/4/2016 6:33,41.91133722,-87.68602903,"(41.911337217, -87.686029033)"
6341095,HP425486,6/30/2008 17:44,061XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,313,3,20,42,14,1183066,1864341,2008,2/4/2016 6:33,41.78295171,-87.60436283,"(41.782951712, -87.604362828)"
6341104,HP428753,7/1/2008 22:15,002XX S CANAL ST,870,THEFT,POCKET-PICKING,STREET,FALSE,FALSE,111,1,2,28,6,1173177,1899241,2008,2/4/2016 6:33,41.87894472,-87.63958547,"(41.878944724, -87.639585472)"
6341106,HP429213,6/28/2008 18:00,001XX S STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,FALSE,FALSE,123,1,42,32,11,1176400,1899863,2008,2/4/2016 6:33,41.88057943,-87.62773256,"(41.880579428, -87.627732563)"
6341107,HP429243,5/26/2008 0:00,051XX S HYDE PARK BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2132,2,4,41,11,1188373,1871076,2008,2/4/2016 6:33,41.80130794,-87.58469096,"(41.801307936, -87.584690956)"
6341111,HP429245,7/2/2008 12:00,002XX W 87TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,622,6,21,44,7,1176436,1847222,2008,2/4/2016 6:33,41.73612686,-87.62918406,"(41.736126864, -87.629184056)"
6341115,HP429191,7/1/2008 16:50,0000X E VAN BUREN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,123,1,2,32,26,1177059,1898560,2008,2/4/2016 6:33,41.87698903,-87.62535227,"(41.87698903, -87.625352272)"
6341117,HP429138,6/24/2008 0:01,029XX N LUNA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2514,25,31,19,14,1138860,1919039,2008,2/4/2016 6:33,41.93396484,-87.76511074,"(41.933964841, -87.765110743)"
6341118,HP428762,4/1/2008 12:00,012XX N PARKSIDE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2531,25,29,25,6,1138450,1907693,2008,2/4/2016 6:33,41.90283758,-87.76689291,"(41.902837582, -87.766892909)"
6341119,HP429140,7/2/2008 13:00,023XX N MELVINA AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2512,25,29,19,08A,1134690,1914820,2008,2/4/2016 6:33,41.92246224,-87.78053559,"(41.922462239, -87.780535588)"
6341120,HP428601,4/1/2008 0:00,048XX W WARWICK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,1634,16,45,15,11,1143387,1924493,2008,2/4/2016 6:33,41.94884759,-87.74833716,"(41.948847587, -87.748337156)"
6341137,HP429266,7/2/2008 14:45,006XX W WAYMAN ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1212,12,27,28,6,1171576,1902339,2008,2/4/2016 6:33,41.8874812,-87.64537281,"(41.887481203, -87.645372811)"
6341141,HP427108,6/28/2008 23:00,066XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,321,3,20,42,14,1182034,1861131,2008,2/4/2016 6:33,41.77416712,-87.60824566,"(41.774167116, -87.608245658)"
6341142,HP428819,7/2/2008 10:20,071XX S CYRIL AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,333,3,5,43,26,1190602,1857803,2008,2/4/2016 6:33,41.7648323,-87.57694474,"(41.764832296, -87.576944743)"
6341143,HP425356,6/30/2008 16:45,011XX W 115TH ST,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,2234,22,34,75,08A,1170592,1828530,2008,2/4/2016 6:33,41.68496239,-87.65113692,"(41.684962388, -87.651136919)"
6341145,HP426907,7/1/2008 12:20,005XX E 70TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,TRUE,322,3,6,69,04A,1181011,1858723,2008,2/4/2016 6:33,41.76758293,-87.61206978,"(41.76758293, -87.612069776)"
6341149,HP428881,7/2/2008 11:30,004XX W 104TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,2232,22,34,49,14,1175013,1835941,2008,2/4/2016 6:33,41.70520208,-87.63473278,"(41.705202077, -87.634732781)"
6341150,HP429298,7/1/2008 23:00,029XX N SHERIDAN RD,810,THEFT,OVER $500,STREET,FALSE,FALSE,2333,19,44,6,6,1173072,1919589,2008,2/4/2016 6:33,41.93478301,-87.63936656,"(41.934783012, -87.639366558)"
6341151,HP428666,7/1/2008 16:00,010XX W 105TH ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2232,22,34,73,6,1171272,1835188,2008,2/4/2016 6:33,41.70321819,-87.64845382,"(41.703218192, -87.648453819)"
6341155,HP429231,7/2/2008 13:00,021XX N MOODY AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2512,25,29,19,08B,1135059,1913606,2008,2/4/2016 6:33,41.91912435,-87.77920857,"(41.919124345, -87.779208567)"
6341156,HP429093,7/2/2008 13:00,018XX N CICERO AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,2533,25,31,19,7,1144104,1912030,2008,2/4/2016 6:33,41.91463445,-87.74601538,"(41.914634452, -87.746015381)"
6341157,HP429233,7/2/2008 13:30,020XX N KILPATRICK AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,2522,25,31,19,08A,1144718,1913316,2008,2/4/2016 6:33,41.91815181,-87.74372712,"(41.918151809, -87.743727124)"
6341158,HP429177,7/2/2008 12:21,011XX N PULASKI RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,1111,11,27,23,18,1149512,1907291,2008,2/4/2016 6:33,41.90152683,-87.72627018,"(41.901526829, -87.726270182)"
6341159,HP429250,7/2/2008 14:40,026XX W LE MOYNE ST,2026,NARCOTICS,POSS: PCP,SIDEWALK,TRUE,FALSE,1423,14,26,24,18,1158323,1909869,2008,2/4/2016 6:33,41.90842542,-87.69383571,"(41.908425421, -87.693835706)"
6341160,HP429313,6/30/2008 9:00,021XX W BERTEAU AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,FALSE,FALSE,1912,19,47,5,14,1161335,1927869,2008,2/4/2016 6:33,41.9577564,-87.68226897,"(41.957756402, -87.682268973)"
6341161,HP429271,7/2/2008 10:00,012XX W MONTROSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2322,19,46,3,14,1166968,1929347,2008,2/4/2016 6:33,41.96169279,-87.66151764,"(41.961692786, -87.661517642)"
6341162,HP429314,6/29/2008 9:30,021XX N HALSTED ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1812,18,43,7,6,1170600,1914468,2008,2/4/2016 6:33,41.9207853,-87.64860142,"(41.920785298, -87.648601419)"
6341163,HP429195,7/1/2008 23:00,066XX N NEWGARD AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2432,24,40,1,6,1165392,1944293,2008,2/4/2016 6:33,42.00273883,-87.66688433,"(42.002738833, -87.666884329)"
6341165,HP429160,6/28/2008 6:00,021XX W NORTH AVE,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,1434,14,32,24,6,1161809,1910622,2008,2/4/2016 6:33,41.91041968,-87.68100883,"(41.910419677, -87.681008831)"
6341167,HP429414,7/1/2008 9:00,035XX S DR MARTIN LUTHER KING JR DR,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,211,2,4,35,11,1179387,1881825,2008,2/4/2016 6:33,41.83101411,-87.61731704,"(41.831014114, -87.617317037)"
6341169,HP429450,7/2/2008 15:00,093XX S NORMAL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2223,22,21,73,6,1174605,1843063,2008,2/4/2016 6:33,41.72475492,-87.63601561,"(41.724754924, -87.636015607)"
6341171,HP429280,6/20/2008 12:00,014XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,FALSE,FALSE,1424,14,1,24,10,1163685,1909846,2008,2/4/2016 6:33,41.90825092,-87.67413904,"(41.90825092, -87.674139042)"
6341172,HP429343,6/29/2008 10:00,042XX W HARRISON ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1132,11,24,26,6,1148348,1897025,2008,2/4/2016 6:33,41.87337832,-87.73081049,"(41.873378317, -87.730810487)"
6341173,HP427208,7/1/2008 5:50,017XX W WINONA ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,2032,20,47,3,14,1163804,1934246,2008,2/4/2016 6:33,41.97520332,-87.67301143,"(41.975203324, -87.673011434)"
6341174,HP429471,7/2/2008 15:00,052XX N PULASKI RD,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,1712,17,39,13,6,1148782,1934428,2008,2/4/2016 6:33,41.9760072,-87.72824801,"(41.976007195, -87.728248008)"
6341179,HP428528,7/1/2008 15:30,117XX S MARSHFIELD AVE,810,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,2234,22,34,75,6,1167515,1826950,2008,2/4/2016 6:33,41.68069291,-87.66244608,"(41.680692908, -87.662446079)"
6341180,HP428999,6/19/2008 11:00,071XX S STONY ISLAND AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,324,3,5,43,11,1188162,1857789,2008,2/4/2016 6:33,41.76485241,-87.58588833,"(41.764852409, -87.585888334)"
6341183,HP427621,7/1/2008 18:10,040XX W NORTH AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,2534,25,30,23,08B,1149315,1910333,2008,2/4/2016 6:33,41.9098782,-87.7269148,"(41.909878203, -87.726914799)"
6341184,HP429337,7/2/2008 15:00,082XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,622,6,21,44,7,1176420,1850389,2008,2/4/2016 6:33,41.74481787,-87.62914773,"(41.744817867, -87.629147731)"
6341185,HP428829,6/18/2008 17:00,003XX E 69TH ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,322,3,20,69,7,1179273,1859328,2008,2/4/2016 6:33,41.76928293,-87.61842182,"(41.76928293, -87.618421821)"
6341187,HP429347,7/2/2008 0:00,006XX W 24TH PL,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,923,9,11,60,6,1172464,1887998,2008,2/4/2016 6:33,41.84810889,-87.64253563,"(41.848108887, -87.64253563)"
6341188,HP429358,7/2/2008 13:00,075XX N GREENVIEW AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2422,24,49,1,6,1164984,1950020,2008,2/4/2016 6:33,42.01846253,-87.66822163,"(42.018462529, -87.668221629)"
6341189,HP173483,2/13/2008 8:30,050XX S BLACKSTONE AVE,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2132,2,4,39,6,1186774,1871922,2008,2/4/2016 6:33,41.80366749,-87.59052817,"(41.803667488, -87.590528166)"
6341190,HP428192,7/1/2008 23:50,021XX W 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,735,7,17,67,18,1163153,1857554,2008,2/4/2016 6:33,41.76476732,-87.67755988,"(41.764767321, -87.677559881)"
6341191,HP427856,7/1/2008 20:29,052XX W LE MOYNE ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,2532,25,37,25,08B,1140952,1909469,2008,2/4/2016 6:33,41.90766543,-87.75765869,"(41.907665428, -87.757658692)"
6341192,HP429304,6/30/2008 23:30,025XX S DR MARTIN LUTHER KING JR DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2112,1,2,33,7,1179231,1887720,2008,2/4/2016 6:33,41.84719398,-87.6177092,"(41.847193979, -87.617709197)"
6341193,HP429365,7/2/2008 15:20,003XX E SUPERIOR ST,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1834,18,42,8,6,1178660,1905435,2008,2/4/2016 6:33,41.89581798,-87.6192639,"(41.895817979, -87.619263899)"
6341195,HP427793,7/1/2008 19:50,075XX S COLFAX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,421,4,7,43,18,1194833,1855572,2008,2/4/2016 6:33,41.75860713,-87.56151062,"(41.758607126, -87.561510616)"
